,ISBN,Favourite-Generation,Book-Rating
63620,0553569376,genz,8.0
63627,0553569406,millenial,8.0
63634,0553569473,genx,10.0
63640,0553569570,genx,8.333333333333334
63647,0553569619,boomer+,8.0
63651,0553569635,millenial,8.4
63657,0553569783,millenial,7.4
63663,0553569791,millenial,7.25
63670,055356983X,genx,9.666666666666666
63673,0553569902,youth,9.0
63679,0553569910,youth,9.0
63685,0553570870,youth,10.0
63692,0553571338,genz,9.5
63699,0553571575,millenial,7.25
63705,0553571583,millenial,7.75
63709,0553571656,youth,10.0
63718,0553571702,genx,7.0
63724,0553571737,genx,9.5
63728,0553571745,genz,6.5
63734,0553571818,genz,10.0
63740,0553571834,genz,9.0
63749,0553571842,boomer+,9.0
63755,0553571850,boomer+,8.0
63759,0553571885,millenial,8.0
63766,0553571907,genx,9.0
63771,0553571915,millenial,8.0
63775,0553571923,youth,6.0
63784,0553571931,genx,8.25
63789,0553572024,millenial,9.0
63794,0553572040,genz,10.0
63801,0553572148,millenial,5.0
63808,0553572202,genx,8.0
63814,0553572210,genx,7.666666666666667
63819,0553572245,millenial,7.0
63824,055357227X,genz,10.0
63830,055357230X,genz,10.0
63838,0553572326,genx,9.0
63840,0553572350,teenager,8.0
63848,0553572369,genz,8.0
63855,0553572377,millenial,9.75
63862,0553572393,genx,10.0
63869,0553572423,boomer+,10.0
63875,0553572490,boomer+,10.0
63879,0553572512,millenial,7.666666666666667
63884,055357258X,genz,9.0
63889,0553572733,youth,7.0
63896,0553572857,genz,9.0
63902,055357289X,genz,9.0
63909,055357292X,millenial,6.666666666666667
63915,0553572938,millenial,9.0
63921,0553572946,millenial,9.0
63926,0553572989,genz,10.0
63932,0553572997,genz,7.9523809523809526
63940,0553573136,genx,8.5
63946,0553573209,genx,8.666666666666666
63951,0553573225,millenial,8.75
63955,055357325X,youth,10.0
63963,0553573268,millenial,7.333333333333333
63969,0553573306,millenial,8.0
63975,0553573314,millenial,9.25
63980,0553573357,genz,10.0
63987,055357339X,millenial,9.5
63992,0553573403,genz,9.538461538461538
63998,0553573411,genz,9.333333333333334
64005,0553573616,millenial,7.818181818181818
64008,0553573705,teenager,7.0
64016,0553573861,genz,9.2
64024,0553573926,genx,9.25
64028,0553573977,genz,10.0
64034,0553573985,genz,9.333333333333334
64041,0553573993,millenial,9.333333333333334
64048,0553574019,genx,7.0
64050,0553574027,teenager,8.0
64059,0553574078,millenial,7.714285714285714
64065,0553574086,millenial,8.0
64072,0553574094,genx,10.0
64078,0553574108,genx,8.333333333333334
64084,0553574116,genx,9.5
64089,0553574132,millenial,8.0
64095,0553574329,millenial,5.25
64100,0553574353,genz,9.5
64108,0553574418,genx,6.0
64114,0553574558,genx,9.0
64120,0553574566,genx,8.75
64126,0553574574,genx,9.125
64131,0553574582,millenial,8.5
64137,0553574604,millenial,5.5
64142,0553574639,genz,10.0
64148,0553574663,genz,10.0
64157,0553574671,boomer+,9.0
64159,0553574752,youth,8.0
64167,0553574892,millenial,8.0
64174,0553574957,genx,8.0
64178,0553574965,genz,6.0
64185,0553575007,millenial,8.5
64191,0553575015,millenial,9.0
64196,0553575023,genz,9.25
64202,0553575066,genz,3.0
64210,0553575090,genx,9.0
64217,0553575104,boomer+,9.0
64221,0553575260,millenial,7.333333333333333
64227,0553575279,millenial,9.0
64233,0553575295,millenial,9.333333333333334
64240,055357535X,genx,10.0
64245,0553575376,millenial,6.0
64251,0553575384,millenial,9.375
64257,0553575406,millenial,7.6
64263,0553575414,millenial,8.25
64270,0553575422,genx,10.0
64274,0553575430,genz,10.0
64281,055357549X,millenial,9.0
64288,0553575538,genx,8.666666666666666
64291,0553575619,youth,10.0
64297,0553575635,youth,10.0
64303,0553575643,youth,10.0
64309,0553575651,youth,10.0
64317,0553575937,millenial,7.0
64323,0553575953,millenial,7.5
64329,0553576003,millenial,7.0
64336,0553576011,genx,8.0
64342,055357602X,genx,9.0
64347,0553576038,millenial,8.333333333333334
64354,0553576046,genx,9.0
64359,0553576089,millenial,9.0
64365,0553576119,millenial,8.0
64373,0553576143,boomer+,8.0
64378,0553576348,genx,9.5
64384,0553576380,genx,8.0
64390,0553576399,genx,9.0
64396,0553576615,genx,10.0
64401,0553576623,millenial,7.25
64405,0553576798,youth,10.0
64414,0553576801,genx,7.875
64420,0553576925,genx,7.75
64425,055357695X,millenial,7.8
64430,0553576976,genz,5.0
64436,0553577123,genz,9.666666666666666
64443,0553577174,millenial,8.5
64448,0553577239,genz,9.666666666666666
64456,0553577360,genx,7.0
64461,0553577387,millenial,8.0
64464,0553577565,teenager,10.0
64474,055357759X,genx,8.333333333333334
64477,0553577808,youth,9.0
64486,0553577867,genx,10.0
64492,0553577905,genx,9.0
64499,0553578022,boomer+,10.0
64502,055357809X,genz,8.0
64508,0553578138,genz,10.0
64516,0553578243,genx,8.0
64521,0553578251,millenial,8.0
64525,0553578308,youth,8.0
64530,0553578316,teenager,8.0
64538,0553578359,genz,10.0
64545,0553578375,millenial,7.0
64553,0553578529,boomer+,9.0
64557,055357857X,millenial,9.0
64561,0553578677,youth,8.0
64570,0553578685,genx,8.2
64576,0553578693,genx,8.833333333333334
64579,0553578731,youth,8.0
64586,0553578901,genz,7.0
64592,0553578944,genz,9.0
64596,0553578960,teenager,8.0
64604,0553579002,genz,8.0
64612,055357910X,genx,9.0
64618,0553579134,genx,8.0
64623,0553579207,millenial,7.0
64630,0553579215,genx,8.0
64635,0553579231,millenial,7.0
64642,055357924X,genx,8.0
64647,0553579274,millenial,8.0
64653,0553579304,millenial,9.0
64660,0553579312,genx,8.5
64666,0553579401,genx,8.0
64671,0553579525,millenial,8.0
64678,0553579606,genx,8.0
64682,0553579703,genz,8.0
64689,0553579754,millenial,8.142857142857142
64697,0553579835,boomer+,10.0
64702,0553579908,genx,9.0
64706,0553579916,genz,8.0
64712,0553579983,genz,8.666666666666666
64720,0553580000,genx,8.0
64725,0553580035,millenial,8.5
64732,0553580078,genx,8.0
64738,0553580191,genx,8.2
64744,0553580221,genx,8.307692307692308
64750,0553580256,genx,8.0
64753,0553580272,youth,10.0
64760,0553580280,genz,10.0
64766,0553580302,genz,8.5
64772,0553580337,genz,8.0
64781,0553580388,boomer+,8.666666666666666
64783,0553580515,youth,9.0
64791,0553580523,millenial,8.0
64797,0553580531,millenial,8.0
64803,055358068X,millenial,6.0
64809,0553580752,millenial,6.5
64815,0553580884,millenial,6.666666666666667
64820,0553580906,genz,8.0
64828,0553580930,genx,8.0
64832,0553580957,genz,10.0
64839,055358099X,millenial,8.8
64844,0553581023,genz,8.5
64850,0553581058,genz,9.0
64856,0553581066,genz,7.0
64864,0553581112,genx,8.333333333333334
64869,0553581279,millenial,10.0
64873,0553581295,youth,8.0
64880,0553581309,genz,10.0
64887,055358135X,millenial,8.0
64894,0553581406,genx,7.0
64900,0553581503,genx,5.0
64905,0553581554,millenial,9.0
64912,0553581643,genx,9.0
64917,0553581716,millenial,8.666666666666666
64924,0553581767,genx,8.0
64928,055358183X,genz,10.0
64935,0553581856,millenial,8.0
64938,0553581872,teenager,9.0
64946,0553581929,genz,8.0
64953,0553581937,millenial,8.0
64959,0553582097,millenial,6.333333333333333
64963,0553582127,youth,9.0
64969,0553582135,youth,8.0
64975,0553582143,youth,9.0
64983,0553582194,millenial,6.666666666666667
64988,0553582216,genz,9.0
64994,0553582224,genz,7.5
65000,0553582232,genz,7.666666666666667
65008,0553582259,genx,8.333333333333334
65013,0553582267,millenial,8.0
65020,0553582275,genx,8.666666666666666
65027,0553582364,boomer+,9.0
65030,0553582402,genz,8.0
65039,0553582526,boomer+,9.0
65043,0553582534,millenial,7.5
65049,055358264X,millenial,8.285714285714286
65054,0553582658,genz,8.25
65059,0553582682,youth,9.0
65068,0553582704,genx,8.5
65075,0553582747,boomer+,9.0
65081,0553582755,boomer+,9.0
65085,0553582763,millenial,8.625
65091,0553582801,millenial,8.5
65096,0553582895,genz,9.0
65104,0553582909,genx,10.0
65107,0553582917,youth,10.0
65113,0553582925,youth,10.0
65120,0553582933,genz,10.0
65127,0553582941,millenial,8.0
65133,055358295X,millenial,6.75
65140,0553583077,genx,7.666666666666667
65145,0553583085,millenial,10.0
65152,0553583360,genx,9.5
65158,0553583395,genx,8.0
65165,0553583441,boomer+,9.0
65171,0553583468,boomer+,9.0
65175,0553583476,millenial,7.5
65180,0553583549,genz,10.0
65185,0553583557,youth,9.0
65192,0553583573,genz,9.333333333333334
65197,0553583611,youth,9.0
65206,0553583743,genx,8.333333333333334
65212,0553583867,genx,8.0
65217,0553583891,millenial,8.666666666666666
65223,0553583905,millenial,8.666666666666666
65229,0553583913,millenial,8.5
65237,0553583956,boomer+,7.666666666666667
65242,0553583980,genx,8.666666666666666
65247,0553584014,millenial,8.5
65255,0553584049,boomer+,8.0
65260,0553584111,genx,8.5
65267,0553584189,boomer+,8.0
65272,0553584367,genx,9.0
65276,0553584375,genz,10.0
65283,0553584383,millenial,8.428571428571429
65290,0553584456,genx,7.0
65295,0553584480,millenial,8.625
65303,0553584510,boomer+,9.0
65307,0553584707,millenial,9.0
65313,0553584898,millenial,9.0
65318,0553585118,genz,10.0
65325,0553585177,millenial,9.0
65330,0553585495,genz,9.5
65335,0553585681,youth,8.0
65341,0553586122,youth,9.0
65348,0553586181,genz,8.5
65356,055358619X,genx,8.0
65360,0553586203,genz,9.0
65368,0553586335,genx,9.0
65373,0553586416,millenial,8.0
65380,0553587064,genx,10.0
65385,0553587188,millenial,10.0
65393,0553800914,boomer+,8.0
65398,0553800949,genx,10.0
65402,0553800973,genz,8.333333333333334
65408,0553801163,genz,8.0
65414,0553801198,genz,9.0
65422,0553801228,genx,8.5
65427,0553801279,millenial,8.75
65434,0553801309,genx,8.333333333333334
65439,0553801341,millenial,8.8
65444,0553801376,genz,9.75
65450,0553801430,genz,8.666666666666666
65458,0553801449,genx,9.0
65462,0553801481,genz,9.0
65471,0553801589,boomer+,10.0
65475,0553801821,millenial,7.2
65482,0553801880,genx,10.0
65488,0553801910,genx,8.666666666666666
65494,0553801929,genx,7.375
65499,0553801945,millenial,9.0
65506,0553801953,genx,8.333333333333334
65511,055380202X,millenial,8.75
65518,0553802038,genx,8.0
65522,0553802127,genz,9.0
65530,0553802380,genx,9.0
65534,0553802453,genz,10.0
65540,0553802461,genz,10.0
65547,055380247X,millenial,8.0
65553,0553802488,millenial,8.285714285714286
65560,0553802496,genx,9.4
65564,055380250X,genz,8.5
65568,0553802518,teenager,10.0
65579,0553802526,boomer+,10.0
65582,0553802542,genz,7.0
65590,0553802585,genx,8.5
65595,0553802747,millenial,9.333333333333334
65602,0553802976,genx,10.0
65608,055380300X,genx,8.5
65612,0553803077,genz,7.333333333333333
65620,0553803220,genx,9.0
65625,0553803328,millenial,7.4
65633,0553803409,boomer+,10.0
65638,0553814516,genx,9.0
65644,055384007X,genx,7.5
65648,0571081827,genz,10.0
65654,0571105580,genz,10.0
65661,057111976X,millenial,10.0
65668,0571129498,genx,9.0
65674,0571143725,genx,10.0
65678,0571169341,genz,10.0
65686,0571198775,genx,10.0
65692,0571200435,genx,9.0
65697,0571206484,millenial,8.2
65701,0571209769,youth,9.0
65710,0571216420,genx,8.666666666666666
65713,0575049804,youth,8.0
65721,0575056991,millenial,9.5
65728,0575058080,genx,10.0
65732,0575058331,genz,9.0
65739,0575061596,millenial,8.5
65744,0575072563,genz,8.0
65751,057507390X,millenial,8.5
65754,0575074019,teenager,10.0
65765,0575400048,boomer+,10.0
65769,0575400951,millenial,8.5
65775,0575600306,millenial,10.0
65779,0575601973,youth,9.0
65787,0582077842,millenial,9.333333333333334
65794,0586049762,genx,9.0
65799,0586054472,millenial,8.0
65806,0586057242,genx,10.0
65812,0586062009,genx,10.0
65817,0586071105,millenial,9.666666666666666
65823,0586087060,millenial,8.0
65829,0590010891,millenial,10.0
65835,0590016555,millenial,10.0
65838,0590023101,teenager,8.5
65844,0590023764,teenager,10.0
65854,0590029738,genx,9.0
65859,0590037145,millenial,5.0
65862,0590060198,teenager,10.0
65871,0590108395,millenial,10.0
65877,0590108409,millenial,10.0
65880,0590109715,teenager,9.0
65886,0590109960,teenager,10.0
65894,0590112899,genz,9.0
65902,0590134620,genx,9.0
65905,0590134701,youth,10.0
65912,0590203509,genz,9.0
65920,0590213113,genx,10.0
65923,0590224735,youth,10.0
65928,0590226371,teenager,5.0
65935,0590226517,youth,10.0
65940,0590227637,teenager,8.0
65950,0590228625,genx,9.0
65956,0590251597,genx,7.0
65960,0590251600,genz,9.0
65967,0590254766,millenial,8.0
65971,0590300946,youth,10.0
65981,059030271X,boomer+,10.0
65986,0590306731,genx,5.0
65991,0590313185,millenial,8.0
65997,0590319906,millenial,9.0
66000,0590324217,teenager,7.0
66009,059033123X,millenial,10.0
66016,0590353403,genx,9.857142857142858
66018,059035342X,teenager,9.23076923076923
66028,0590371258,genx,10.0
66031,0590376799,youth,8.0
66040,0590383892,genx,10.0
66046,0590386336,genx,9.0
66048,0590396056,teenager,8.333333333333334
66057,0590400258,millenial,10.0
66062,0590403605,genz,10.0
66068,0590405489,genz,7.0
66073,0590406191,youth,10.0
66080,0590407600,genz,10.0
66084,0590409433,teenager,10.0
66092,0590411365,genz,9.0
66098,0590412795,genz,7.0
66104,0590412957,genz,8.0
66112,0590414291,genx,10.0
66117,0590419528,millenial,10.0
66123,059042243X,millenial,10.0
66126,0590425919,teenager,9.0
66136,0590427717,genx,9.0
66141,0590430149,millenial,6.5
66146,059043053X,genz,7.0
66150,0590431366,teenager,9.5
66157,0590432036,youth,7.0
66164,059043277X,genz,7.666666666666667
66172,0590433172,genx,10.0
66178,059043344X,genx,10.0
66183,0590433466,millenial,9.5
66188,0590433520,genz,8.666666666666666
66194,0590433865,genz,9.0
66202,059043389X,genx,9.5
66208,059043411X,genx,7.0
66212,0590434616,genz,6.0
66218,0590437151,genz,8.5
66223,0590437976,youth,10.0
66231,0590439448,millenial,8.0
66238,0590440012,genx,10.0
66241,0590442368,youth,10.0
66247,0590442562,youth,9.0
66254,0590442791,genz,10.0
66260,0590442872,genz,9.0
66266,059044297X,genz,9.0
66272,0590447297,genz,7.666666666666667
66277,0590447319,youth,7.0
66284,0590447742,genz,9.0
66289,0590448226,youth,10.0
66297,0590448595,millenial,5.0
66304,0590452037,genx,10.0
66309,0590452568,millenial,8.0
66312,0590453653,teenager,9.25
66321,0590453661,millenial,10.0
66324,059045367X,teenager,8.0
66333,0590453688,millenial,8.0
66339,059045370X,millenial,9.0
66342,0590456601,teenager,7.5
66350,0590457217,genz,8.666666666666666
66356,0590457225,genz,9.25
66360,0590457403,teenager,9.5
66366,0590457594,teenager,9.5
66372,0590457799,teenager,8.5
66380,0590457837,genz,10.0
66387,0590458981,millenial,9.0
66391,0590460560,youth,8.5
66401,0590461001,boomer+,7.0
66406,0590461265,genx,10.0
66410,0590462229,genz,9.0
66417,0590462253,millenial,9.0
66424,0590462946,genx,9.0
66428,0590464639,genz,10.0
66434,0590466178,genz,5.0
66440,0590466186,genz,8.0
66447,0590466194,millenial,9.666666666666666
66453,0590469215,millenial,10.0
66459,0590470884,millenial,6.0
66464,0590471570,genz,9.0
66470,0590474782,genz,9.0
66474,0590474804,teenager,10.0
66480,0590475967,teenager,9.0
66486,0590476769,teenager,10.0
66492,0590477382,teenager,5.0
66501,0590477404,millenial,7.0
66504,0590477412,teenager,8.0
66510,0590477420,teenager,8.0
66519,0590477447,millenial,10.0
66523,0590477455,youth,8.0
66530,0590481142,genz,10.0
66536,0590481371,genz,10.0
66544,0590483404,genx,8.0
66548,0590483447,genz,6.333333333333333
66552,0590483455,teenager,10.0
66559,0590483463,youth,5.5
66567,0590483471,millenial,8.0
66573,059048348X,millenial,8.0
66579,0590483498,millenial,8.5
66584,0590483501,genz,7.0
66590,059048351X,genz,7.0
66596,0590483544,genz,9.0
66601,0590483552,youth,6.0
66606,0590484060,teenager,10.0
66612,0590484125,teenager,9.0
66619,0590484672,youth,9.0
66625,0590484753,youth,9.0
66630,0590485830,teenager,10.0
66636,0590485881,teenager,5.0
66644,0590494309,genz,10.0
66652,0590494457,genx,9.0
66654,0590494465,teenager,10.0
66663,0590494481,millenial,6.0
66669,059049449X,millenial,8.5
66675,0590494503,millenial,8.0
66681,059050214X,millenial,9.0
66685,0590511599,youth,7.0
66690,0590519220,teenager,7.0
66697,0590542443,youth,10.0
66702,0590553232,teenager,8.0
66709,0590554085,youth,9.5
66715,0590554093,youth,9.0
66721,0590554115,youth,9.0
66726,0590567357,teenager,10.0
66733,0590568744,youth,8.0
66741,0590568752,millenial,10.0
66745,0590568760,youth,6.0
66750,0590568779,teenager,0.0
66757,0590568787,youth,6.0
66765,0590568795,millenial,7.5
66770,0590568809,genz,7.0
66777,0590568817,millenial,10.0
66781,0590568833,youth,6.0
66789,0590568868,millenial,6.0
66792,0590568973,teenager,8.0
66801,0590603795,millenial,10.0
66807,0590603825,millenial,10.0
66811,0590624008,youth,7.0
66818,0590629719,genz,10.0
66822,0590629778,teenager,10.0
66828,0590629786,teenager,9.5
66834,0590629794,teenager,10.0
66840,0590629808,teenager,10.0
66846,0590629816,teenager,10.0
66852,0590632744,teenager,6.0
66858,0590634275,teenager,8.333333333333334
66865,0590660543,youth,10.0
66872,059067319X,genz,9.0
66876,0590684841,teenager,7.0
66882,0590762540,teenager,10.0
66888,0590762575,teenager,8.0
66895,0590764853,youth,8.0
66900,0590767836,teenager,9.0
66906,0590819747,teenager,10.0
66913,0590819755,youth,8.0
66921,0590846280,millenial,9.333333333333334
66924,0590847678,teenager,8.0
66930,059087585X,teenager,5.0
66936,0590877437,teenager,8.0
66942,0590879979,teenager,10.0
66949,0590897985,youth,10.0
66957,0590926675,millenial,10.0
66960,0590934899,teenager,5.0
66968,0590939882,genz,8.0
66974,0590944649,genz,10.0
66978,0590956159,teenager,10.0
66985,0590962736,youth,10.0
66992,0590981811,genz,8.0
66999,059098182X,millenial,10.0
67003,0590988492,youth,8.5
67011,0590997289,millenial,9.0
67018,0595256368,genx,10.0
67024,0595304311,genx,8.333333333333334
67027,0596001088,youth,10.0
67036,0609600664,genx,8.5
67040,0609600672,genz,9.0
67047,0609600745,millenial,10.0
67053,0609600788,millenial,8.0
67056,0609601008,teenager,9.0
67064,0609601032,genz,9.0
67070,060960225X,genz,9.0
67078,0609602330,genx,8.666666666666666
67084,0609603086,genx,8.0
67088,0609604074,genz,9.0
67095,0609605925,millenial,9.5
67100,0609606263,genz,8.333333333333334
67107,0609606425,millenial,9.333333333333334
67115,0609606727,boomer+,9.0
67119,0609607375,millenial,8.0
67124,0609607383,genz,7.5
67131,0609608339,millenial,8.0
67138,0609608444,genx,8.875
67143,060960855X,millenial,8.5
67150,0609608738,genx,9.0
67154,0609608924,genz,9.0
67161,0609609491,millenial,10.0
67168,0609610031,genx,8.5
67174,060961004X,genx,8.25
67181,0609610546,boomer+,6.0
67187,0609610597,boomer+,10.0
67190,060961097X,genz,10.0
67197,0609610988,millenial,8.5
67202,0609610996,genz,10.0
67210,0609800140,genx,9.0
67214,0609800981,genz,9.0
67220,0609801279,genz,6.333333333333333
67226,060980149X,genz,7.0
67233,0609801864,millenial,10.0
67240,0609803875,genx,9.5
67245,0609804138,millenial,7.878787878787879
67248,0609804618,teenager,10.0
67257,0609804634,millenial,9.5
67263,0609805002,millenial,7.5
67268,0609805339,genz,10.0
67274,0609805363,genz,9.5
67281,0609805797,millenial,8.0
67287,060980619X,millenial,8.2
67292,0609806505,genz,10.0
67300,0609806564,genx,8.0
67304,060980748X,genz,10.0
67308,0609807900,teenager,9.5
67316,0609807919,genz,10.0
67323,0609808249,millenial,7.5
67328,0609808346,genz,9.0
67336,060980877X,genx,10.0
67340,0609809105,genz,10.0
67348,0609809431,genx,9.0
67354,0609809512,genx,4.0
67356,0609809547,teenager,9.0
67366,0609809636,genx,9.0
67373,0609809997,boomer+,8.0
67378,0609810022,genx,10.0
67383,0609810103,millenial,6.75
67389,0613225783,millenial,8.5
67394,061328125X,genz,7.5
67400,0613325419,genz,8.666666666666666
67406,0613329740,genz,8.666666666666666
67414,0618002219,genx,10.0
67416,0618002227,teenager,10.0
67422,0618002235,teenager,10.0
67428,0618002243,teenager,10.0
67437,0618004076,millenial,6.0
67443,0618004157,millenial,8.0
67449,0618009345,millenial,9.5
67455,0618015841,millenial,6.666666666666667
67461,0618045996,millenial,8.666666666666666
67467,0618066136,millenial,8.666666666666666
67472,0618074678,genz,9.0
67479,0618082956,millenial,10.0
67484,0618084746,genz,9.0
67490,0618093974,genz,9.0
67498,0618095012,genx,10.0
67503,061809542X,millenial,10.0
67508,061810450X,genz,8.0
67515,0618109277,millenial,8.0
67521,0618119809,millenial,10.0
67526,0618124918,genz,7.5
67533,0618126929,millenial,8.5
67536,0618126988,teenager,10.0
67545,0618127003,millenial,7.0
67552,0618129022,genx,9.6
67556,0618129030,genz,9.333333333333334
67560,0618129081,teenager,10.0
67568,0618129111,genz,10.0
67575,0618131574,millenial,8.0
67581,0618131736,millenial,7.2
67586,0618134700,genz,10.0
67592,0618150730,genz,8.0
67598,061815082X,genz,9.0
67604,0618153993,genz,10.0
67610,0618154051,genz,8.333333333333334
67617,0618154442,millenial,8.0
67623,0618164723,millenial,6.6
67628,0618173870,genz,8.5
67634,0618219064,genz,10.0
67641,0618219153,millenial,8.333333333333334
67647,0618231617,millenial,8.0
67653,0618246940,millenial,8.4
67658,0618246967,genz,8.666666666666666
67666,0618249060,genx,10.0
67668,0618260250,teenager,10.0
67677,0618260269,millenial,10.0
67683,0618260285,millenial,8.666666666666666
67688,0618260307,genz,9.0
67695,0618260587,millenial,10.0
67701,0618334661,millenial,7.5
67708,0618344586,genx,9.0
67712,0618446702,genz,9.0
67721,0618526412,boomer+,9.0
67725,063403541X,millenial,10.0
67731,0664224199,millenial,8.0
67736,0664226019,genz,8.0
67742,0670030031,genz,8.0
67750,067003004X,genx,8.0
67756,067003021X,genx,9.0
67761,0670030457,millenial,8.0
67768,0670030600,genx,7.0
67773,0670030643,millenial,8.0
67780,0670030864,genx,6.5
67784,0670030961,genz,8.5
67790,0670031046,genz,9.0
67798,0670031054,genx,6.75
67803,0670031062,millenial,7.571428571428571
67808,067003116X,genz,10.0
67817,0670031208,boomer+,9.0
67822,0670031216,genx,9.5
67828,0670031372,genx,9.0
67834,0670031410,genx,9.0
67840,0670031720,genx,8.0
67845,067003178X,millenial,9.0
67850,0670031909,genz,8.666666666666666
67857,0670032069,millenial,9.0
67863,0670032077,millenial,8.666666666666666
67870,0670032107,genx,9.0
67876,0670032131,genx,8.0
67883,0670032379,boomer+,9.0
67886,0670032468,genz,5.0
67894,0670032549,genx,10.0
67898,0670032557,genz,10.0
67904,0670032565,genz,10.0
67910,0670032573,genz,10.0
67917,0670032808,millenial,7.333333333333333
67922,0670032891,genz,9.0
67927,0670033332,youth,10.0
67932,0670035661,teenager,7.5
67941,0670036056,millenial,8.25
67947,0670043001,millenial,7.5
67954,0670220264,genx,9.5
67956,0670241334,teenager,10.0
67965,0670260770,millenial,7.0
67970,0670272663,genz,9.5
67977,0670401765,millenial,7.666666666666667
67982,0670447161,genz,9.5
67990,0670451932,genx,10.0
67994,0670479586,genz,10.0
68000,0670691992,genz,10.0
68008,0670746045,genx,8.0
68012,0670805149,genz,10.0
68016,0670813028,teenager,9.0
68024,0670813648,genz,9.333333333333334
68032,067081458X,genx,10.0
68037,0670818577,millenial,7.0
68041,067081976X,youth,8.0
68048,0670820555,genz,8.0
68055,0670825379,millenial,10.0
68060,0670827592,genz,10.0
68066,067082982X,genz,10.0
68073,0670835382,millenial,8.727272727272727
68078,0670839531,genz,9.5
68085,0670839809,millenial,8.75
68091,0670841838,millenial,7.0
68097,0670843342,millenial,7.0
68102,0670844527,genz,9.0
68109,067084487X,millenial,9.75
68114,0670846503,genz,10.0
68122,067084943X,genx,8.333333333333334
68128,0670849448,genx,9.0
68134,0670850535,genx,10.0
68138,0670851086,genz,8.0
68144,0670852341,genz,10.0
68152,0670853097,genx,8.666666666666666
68154,0670855030,teenager,10.0
68161,0670857246,youth,9.0
68169,0670857459,millenial,5.75
68175,0670857831,millenial,6.0
68179,0670858382,youth,7.0
68186,0670858579,genz,10.0
68194,0670858692,genx,8.25
68200,0670859117,genx,10.0
68205,067086014X,millenial,8.333333333333334
68211,0670860743,millenial,8.5
68217,067086191X,millenial,8.0
68225,0670865796,boomer+,10.0
68226,0670868361,teenager,9.0
68235,067086871X,millenial,9.666666666666666
68241,0670869082,millenial,10.0
68246,0670869902,genz,6.666666666666667
68252,0670870897,genz,10.0
68259,067087311X,millenial,8.333333333333334
68265,0670873616,millenial,9.0
68272,0670873926,genx,10.0
68278,067087485X,genx,10.0
68283,0670877263,millenial,8.0
68290,0670878073,genx,7.5
68296,0670878812,genx,9.0
68300,0670878847,genz,10.0
68307,0670879045,millenial,10.0
68314,0670879371,genx,8.5
68321,0670879835,boomer+,10.0
68323,0670880728,youth,9.0
68331,0670881767,millenial,7.5
68339,0670881791,boomer+,10.0
68341,067088300X,youth,9.0
68348,0670883573,genz,7.0
68355,0670886017,millenial,9.0
68360,0670887315,genz,9.0
68366,067088796X,genz,9.0
68374,0670888702,genx,6.5
68379,0670889210,millenial,8.0
68387,0670891509,boomer+,8.0
68391,0670891568,millenial,8.333333333333334
68398,0670891576,genx,7.666666666666667
68404,0670891592,genx,8.0
68409,0670891649,millenial,8.0
68416,0670891770,genx,7.0
68422,0670891932,genx,9.333333333333334
68426,0670892084,genz,8.0
68433,0670892424,millenial,8.5
68438,0670892742,genz,7.5
68443,0670892963,youth,8.25
68450,0670894184,genz,8.333333333333334
68458,0670894370,genx,8.0
68465,0670894494,boomer+,10.0
68470,0670894508,genx,10.0
68473,0670894605,youth,9.0
68481,0670894699,millenial,8.0
68486,0670894710,genz,8.333333333333334
68492,0670894885,genz,8.0
68498,0670894915,genz,6.0
68506,067089558X,genx,8.0
68511,0670896764,millenial,7.285714285714286
68517,0670899240,millenial,8.5
68524,0670899771,genx,8.0
68529,067091021X,millenial,8.5
68534,0670910236,genz,9.0
68543,0671000306,boomer+,8.5
68547,0671000314,millenial,8.666666666666666
68554,0671000381,genx,7.0
68559,067100039X,millenial,9.0
68564,0671000403,genz,9.0
68568,067100042X,teenager,10.0
68578,0671000853,genx,10.0
68583,0671001132,millenial,8.75
68589,0671001167,millenial,7.5
68595,0671001175,millenial,7.5
68600,0671001302,genz,7.5
68608,0671001701,genx,10.0
68613,0671001795,millenial,8.515151515151516
68621,0671001809,boomer+,8.0
68626,0671001868,genx,7.0
68629,0671001957,youth,8.0
68638,0671002031,genx,7.666666666666667
68643,0671002481,millenial,7.818181818181818
68649,0671002538,millenial,8.0
68654,0671002783,genz,8.5
68660,067100316X,genz,7.333333333333333
68667,0671003348,millenial,8.0
68671,0671003356,youth,10.0
68676,0671003364,teenager,10.0
68685,0671003461,millenial,7.75
68690,0671003518,genz,10.0
68697,0671003593,millenial,7.666666666666667
68702,0671003682,genz,9.0
68709,0671003739,millenial,7.333333333333333
68712,0671003755,teenager,8.5
68723,0671003941,boomer+,10.0
68729,0671004107,boomer+,10.0
68733,0671004123,millenial,9.5
68740,067100414X,genx,5.0
68743,0671004239,youth,9.0
68751,0671004271,millenial,7.666666666666667
68757,0671004395,millenial,7.25
68765,0671004530,boomer+,8.5
68770,0671004549,genx,9.166666666666666
68772,0671004565,teenager,8.0
68783,0671004573,boomer+,9.5
68787,0671006614,millenial,8.5
68793,067100669X,millenial,7.6
68799,0671007599,millenial,10.0
68805,0671007610,millenial,7.666666666666667
68810,0671007637,genz,6.333333333333333
68815,067100767X,youth,10.0
68823,0671007696,millenial,7.0
68828,0671007718,genz,7.0
68834,0671008781,genz,7.5
68841,0671008803,millenial,7.666666666666667
68847,0671008978,millenial,7.0
