,ISBN,User-Generation,Book-Rating
70158,0671042858,teenager,7.25
70159,0671042858,youth,8.0
70160,0671042858,genz,6.388888888888889
70161,0671042858,millenial,7.32258064516129
70162,0671042858,genx,7.5
70163,0671042858,boomer+,7.5
70164,067104334X,teenager,0.0
70165,067104334X,youth,0.0
70166,067104334X,genz,9.5
70167,067104334X,millenial,0.0
70168,067104334X,genx,6.0
70169,067104334X,boomer+,0.0
70170,0671043811,teenager,0.0
70171,0671043811,youth,0.0
70172,0671043811,genz,8.0
70173,0671043811,millenial,0.0
70174,0671043811,genx,0.0
70175,0671043811,boomer+,0.0
70176,0671046179,teenager,0.0
70177,0671046179,youth,0.0
70178,0671046179,genz,10.0
70179,0671046179,millenial,0.0
70180,0671046179,genx,7.0
70181,0671046179,boomer+,0.0
70182,0671047329,teenager,0.0
70183,0671047329,youth,0.0
70184,0671047329,genz,10.0
70185,0671047329,millenial,8.8
70186,0671047329,genx,7.666666666666667
70187,0671047329,boomer+,6.0
70188,0671047345,teenager,0.0
70189,0671047345,youth,0.0
70190,0671047345,genz,6.0
70191,0671047345,millenial,8.0
70192,0671047345,genx,10.0
70193,0671047345,boomer+,0.0
70194,0671047485,teenager,0.0
70195,0671047485,youth,0.0
70196,0671047485,genz,6.5
70197,0671047485,millenial,0.0
70198,0671047485,genx,8.0
70199,0671047485,boomer+,5.0
70200,0671047507,teenager,0.0
70201,0671047507,youth,0.0
70202,0671047507,genz,0.0
70203,0671047507,millenial,8.0
70204,0671047507,genx,6.0
70205,0671047507,boomer+,6.0
70206,0671047515,teenager,0.0
70207,0671047515,youth,8.0
70208,0671047515,genz,0.0
70209,0671047515,millenial,8.0
70210,0671047515,genx,0.0
70211,0671047515,boomer+,0.0
70212,0671203231,teenager,0.0
70213,0671203231,youth,0.0
70214,0671203231,genz,8.0
70215,0671203231,millenial,7.5
70216,0671203231,genx,7.0
70217,0671203231,boomer+,0.0
70218,0671204971,teenager,0.0
70219,0671204971,youth,0.0
70220,0671204971,genz,0.0
70221,0671204971,millenial,9.0
70222,0671204971,genx,10.0
70223,0671204971,boomer+,8.0
70224,067121148X,teenager,0.0
70225,067121148X,youth,0.0
70226,067121148X,genz,8.0
70227,067121148X,millenial,9.5
70228,067121148X,genx,0.0
70229,067121148X,boomer+,0.0
70230,0671242954,teenager,0.0
70231,0671242954,youth,0.0
70232,0671242954,genz,0.0
70233,0671242954,millenial,9.0
70234,0671242954,genx,7.0
70235,0671242954,boomer+,7.0
70236,0671244221,teenager,0.0
70237,0671244221,youth,10.0
70238,0671244221,genz,0.0
70239,0671244221,millenial,10.0
70240,0671244221,genx,8.0
70241,0671244221,boomer+,0.0
70242,0671250671,teenager,8.0
70243,0671250671,youth,0.0
70244,0671250671,genz,7.333333333333333
70245,0671250671,millenial,7.681818181818182
70246,0671250671,genx,7.571428571428571
70247,0671250671,boomer+,0.0
70248,0671253832,teenager,0.0
70249,0671253832,youth,0.0
70250,0671253832,genz,0.0
70251,0671253832,millenial,10.0
70252,0671253832,genx,9.0
70253,0671253832,boomer+,0.0
70254,0671318500,teenager,0.0
70255,0671318500,youth,0.0
70256,0671318500,genz,0.0
70257,0671318500,millenial,8.666666666666666
70258,0671318500,genx,0.0
70259,0671318500,boomer+,0.0
70260,0671319639,teenager,5.0
70261,0671319639,youth,0.0
70262,0671319639,genz,7.0
70263,0671319639,millenial,8.0
70264,0671319639,genx,0.0
70265,0671319639,boomer+,0.0
70266,0671319728,teenager,0.0
70267,0671319728,youth,0.0
70268,0671319728,genz,0.0
70269,0671319728,millenial,6.0
70270,0671319728,genx,7.333333333333333
70271,0671319728,boomer+,0.0
70272,0671319744,teenager,0.0
70273,0671319744,youth,0.0
70274,0671319744,genz,10.0
70275,0671319744,millenial,7.25
70276,0671319744,genx,8.0
70277,0671319744,boomer+,0.0
70278,0671413570,teenager,0.0
70279,0671413570,youth,0.0
70280,0671413570,genz,9.0
70281,0671413570,millenial,10.0
70282,0671413570,genx,0.0
70283,0671413570,boomer+,0.0
70284,0671415085,teenager,0.0
70285,0671415085,youth,0.0
70286,0671415085,genz,7.5
70287,0671415085,millenial,7.5
70288,0671415085,genx,7.5
70289,0671415085,boomer+,0.0
70290,0671416367,teenager,0.0
70291,0671416367,youth,0.0
70292,0671416367,genz,0.0
70293,0671416367,millenial,0.0
70294,0671416367,genx,7.5
70295,0671416367,boomer+,5.0
70296,067142517X,teenager,0.0
70297,067142517X,youth,0.0
70298,067142517X,genz,7.0
70299,067142517X,millenial,7.5
70300,067142517X,genx,0.0
70301,067142517X,boomer+,0.0
70302,0671434225,teenager,0.0
70303,0671434225,youth,0.0
70304,0671434225,genz,9.0
70305,0671434225,millenial,9.25
70306,0671434225,genx,9.5
70307,0671434225,boomer+,8.0
70308,0671441981,teenager,0.0
70309,0671441981,youth,0.0
70310,0671441981,genz,7.0
70311,0671441981,millenial,7.5
70312,0671441981,genx,6.0
70313,0671441981,boomer+,0.0
70314,0671442686,teenager,0.0
70315,0671442686,youth,0.0
70316,0671442686,genz,9.0
70317,0671442686,millenial,9.0
70318,0671442686,genx,10.0
70319,0671442686,boomer+,7.0
70320,0671443283,teenager,8.0
70321,0671443283,youth,0.0
70322,0671443283,genz,7.0
70323,0671443283,millenial,7.5
70324,0671443283,genx,7.0
70325,0671443283,boomer+,0.0
70326,0671447483,teenager,0.0
70327,0671447483,youth,0.0
70328,0671447483,genz,0.0
70329,0671447483,millenial,10.0
70330,0671447483,genx,9.0
70331,0671447483,boomer+,8.0
70332,067144901X,teenager,5.0
70333,067144901X,youth,0.0
70334,067144901X,genz,9.0
70335,067144901X,millenial,0.0
70336,067144901X,genx,0.0
70337,067144901X,boomer+,0.0
70338,0671450344,teenager,0.0
70339,0671450344,youth,0.0
70340,0671450344,genz,0.0
70341,0671450344,millenial,8.166666666666666
70342,0671450344,genx,0.0
70343,0671450344,boomer+,0.0
70344,0671452177,teenager,0.0
70345,0671452177,youth,0.0
70346,0671452177,genz,7.0
70347,0671452177,millenial,9.0
70348,0671452177,genx,7.0
70349,0671452177,boomer+,0.0
70350,0671454048,teenager,0.0
70351,0671454048,youth,0.0
70352,0671454048,genz,10.0
70353,0671454048,millenial,10.0
70354,0671454048,genx,0.0
70355,0671454048,boomer+,0.0
70356,0671456547,teenager,0.0
70357,0671456547,youth,0.0
70358,0671456547,genz,0.0
70359,0671456547,millenial,10.0
70360,0671456547,genx,9.0
70361,0671456547,boomer+,10.0
70362,0671456857,teenager,0.0
70363,0671456857,youth,0.0
70364,0671456857,genz,10.0
70365,0671456857,millenial,0.0
70366,0671456857,genx,9.0
70367,0671456857,boomer+,0.0
70368,0671461494,teenager,0.0
70369,0671461494,youth,0.0
70370,0671461494,genz,8.0
70371,0671461494,millenial,8.571428571428571
70372,0671461494,genx,0.0
70373,0671461494,boomer+,0.0
70374,0671462970,teenager,0.0
70375,0671462970,youth,0.0
70376,0671462970,genz,0.0
70377,0671462970,millenial,9.0
70378,0671462970,genx,0.0
70379,0671462970,boomer+,0.0
70380,0671463144,teenager,0.0
70381,0671463144,youth,0.0
70382,0671463144,genz,0.0
70383,0671463144,millenial,5.0
70384,0671463144,genx,10.0
70385,0671463144,boomer+,0.0
70386,0671465430,teenager,0.0
70387,0671465430,youth,0.0
70388,0671465430,genz,0.0
70389,0671465430,millenial,3.0
70390,0671465430,genx,0.0
70391,0671465430,boomer+,0.0
70392,0671467263,teenager,0.0
70393,0671467263,youth,0.0
70394,0671467263,genz,9.0
70395,0671467263,millenial,7.8
70396,0671467263,genx,0.0
70397,0671467263,boomer+,0.0
70398,0671468200,teenager,0.0
70399,0671468200,youth,8.0
70400,0671468200,genz,7.5
70401,0671468200,millenial,7.2
70402,0671468200,genx,8.0
70403,0671468200,boomer+,0.0
70404,0671470884,teenager,0.0
70405,0671470884,youth,0.0
70406,0671470884,genz,6.0
70407,0671470884,millenial,9.5
70408,0671470884,genx,0.0
70409,0671470884,boomer+,8.0
70410,0671472569,teenager,0.0
70411,0671472569,youth,0.0
70412,0671472569,genz,0.0
70413,0671472569,millenial,8.0
70414,0671472569,genx,7.0
70415,0671472569,boomer+,0.0
70416,0671473697,teenager,0.0
70417,0671473697,youth,0.0
70418,0671473697,genz,7.0
70419,0671473697,millenial,7.0
70420,0671473697,genx,0.0
70421,0671473697,boomer+,0.0
70422,0671477099,teenager,0.0
70423,0671477099,youth,0.0
70424,0671477099,genz,9.0
70425,0671477099,millenial,8.4
70426,0671477099,genx,0.0
70427,0671477099,boomer+,0.0
70428,0671491784,teenager,0.0
70429,0671491784,youth,0.0
70430,0671491784,genz,0.0
70431,0671491784,millenial,8.5
70432,0671491784,genx,10.0
70433,0671491784,boomer+,0.0
70434,0671492276,teenager,0.0
70435,0671492276,youth,0.0
70436,0671492276,genz,8.0
70437,0671492276,millenial,7.666666666666667
70438,0671492276,genx,0.0
70439,0671492276,boomer+,0.0
70440,0671493043,teenager,0.0
70441,0671493043,youth,8.0
70442,0671493043,genz,10.0
70443,0671493043,millenial,8.5
70444,0671493043,genx,0.0
70445,0671493043,boomer+,0.0
70446,0671496107,teenager,0.0
70447,0671496107,youth,5.0
70448,0671496107,genz,7.2
70449,0671496107,millenial,9.5
70450,0671496107,genx,0.0
70451,0671496107,boomer+,0.0
70452,0671496174,teenager,0.0
70453,0671496174,youth,0.0
70454,0671496174,genz,9.0
70455,0671496174,millenial,8.8
70456,0671496174,genx,10.0
70457,0671496174,boomer+,0.0
70458,0671496786,teenager,0.0
70459,0671496786,youth,0.0
70460,0671496786,genz,0.0
70461,0671496786,millenial,7.0
70462,0671496786,genx,7.666666666666667
70463,0671496786,boomer+,9.0
70464,0671501070,teenager,0.0
70465,0671501070,youth,0.0
70466,0671501070,genz,0.0
70467,0671501070,millenial,6.333333333333333
70468,0671501070,genx,4.0
70469,0671501070,boomer+,0.0
70470,0671501283,teenager,0.0
70471,0671501283,youth,0.0
70472,0671501283,genz,0.0
70473,0671501283,millenial,7.5
70474,0671501283,genx,10.0
70475,0671501283,boomer+,0.0
70476,0671502336,teenager,0.0
70477,0671502336,youth,10.0
70478,0671502336,genz,9.333333333333334
70479,0671502336,millenial,8.0
70480,0671502336,genx,5.0
70481,0671502336,boomer+,0.0
70482,0671502522,teenager,0.0
70483,0671502522,youth,0.0
70484,0671502522,genz,10.0
70485,0671502522,millenial,6.75
70486,0671502522,genx,0.0
70487,0671502522,boomer+,0.0
70488,0671502549,teenager,0.0
70489,0671502549,youth,0.0
70490,0671502549,genz,8.0
70491,0671502549,millenial,0.0
70492,0671502549,genx,0.0
70493,0671502549,boomer+,8.0
70494,0671502689,teenager,0.0
70495,0671502689,youth,2.0
70496,0671502689,genz,8.0
70497,0671502689,millenial,7.0
70498,0671502689,genx,0.0
70499,0671502689,boomer+,0.0
70500,0671504398,teenager,0.0
70501,0671504398,youth,9.5
70502,0671504398,genz,8.0
70503,0671504398,millenial,0.0
70504,0671504398,genx,7.5
70505,0671504398,boomer+,0.0
70506,0671507036,teenager,0.0
70507,0671507036,youth,0.0
70508,0671507036,genz,8.0
70509,0671507036,millenial,8.0
70510,0671507036,genx,8.0
70511,0671507036,boomer+,0.0
70512,0671507397,teenager,0.0
70513,0671507397,youth,0.0
70514,0671507397,genz,0.0
70515,0671507397,millenial,8.5
70516,0671507397,genx,0.0
70517,0671507397,boomer+,0.0
70518,0671509810,teenager,0.0
70519,0671509810,youth,8.0
70520,0671509810,genz,0.0
70521,0671509810,millenial,7.666666666666667
70522,0671509810,genx,9.0
70523,0671509810,boomer+,0.0
70524,067150987X,teenager,0.0
70525,067150987X,youth,0.0
70526,067150987X,genz,8.0
70527,067150987X,millenial,8.0
70528,067150987X,genx,9.5
70529,067150987X,boomer+,0.0
70530,0671510053,teenager,0.0
70531,0671510053,youth,0.0
70532,0671510053,genz,8.25
70533,0671510053,millenial,7.729166666666667
70534,0671510053,genx,8.05
70535,0671510053,boomer+,8.5
70536,0671510126,teenager,0.0
70537,0671510126,youth,0.0
70538,0671510126,genz,8.5
70539,0671510126,millenial,9.0
70540,0671510126,genx,8.0
70541,0671510126,boomer+,0.0
70542,0671510991,teenager,0.0
70543,0671510991,youth,0.0
70544,0671510991,genz,9.0
70545,0671510991,millenial,9.0
70546,0671510991,genx,0.0
70547,0671510991,boomer+,0.0
70548,0671511424,teenager,0.0
70549,0671511424,youth,0.0
70550,0671511424,genz,0.0
70551,0671511424,millenial,0.0
70552,0671511424,genx,6.0
70553,0671511424,boomer+,0.0
70554,0671511432,teenager,0.0
70555,0671511432,youth,0.0
70556,0671511432,genz,0.0
70557,0671511432,millenial,8.0
70558,0671511432,genx,0.0
70559,0671511432,boomer+,0.0
70560,0671516922,teenager,0.0
70561,0671516922,youth,6.5
70562,0671516922,genz,9.0
70563,0671516922,millenial,0.0
70564,0671516922,genx,5.0
70565,0671516922,boomer+,0.0
70566,067151699X,teenager,0.0
70567,067151699X,youth,0.0
70568,067151699X,genz,7.0
70569,067151699X,millenial,7.666666666666667
70570,067151699X,genx,8.0
70571,067151699X,boomer+,10.0
70572,0671517635,teenager,0.0
70573,0671517635,youth,0.0
70574,0671517635,genz,8.666666666666666
70575,0671517635,millenial,5.0
70576,0671517635,genx,10.0
70577,0671517635,boomer+,0.0
70578,0671517643,teenager,0.0
70579,0671517643,youth,7.5
70580,0671517643,genz,0.0
70581,0671517643,millenial,10.0
70582,0671517643,genx,10.0
70583,0671517643,boomer+,0.0
70584,067151914X,teenager,0.0
70585,067151914X,youth,0.0
70586,067151914X,genz,5.0
70587,067151914X,millenial,6.0
70588,067151914X,genx,0.0
70589,067151914X,boomer+,0.0
70590,0671519751,teenager,0.0
70591,0671519751,youth,0.0
70592,0671519751,genz,8.333333333333334
70593,0671519751,millenial,0.0
70594,0671519751,genx,0.0
70595,0671519751,boomer+,0.0
70596,0671519816,teenager,0.0
70597,0671519816,youth,0.0
70598,0671519816,genz,7.0
70599,0671519816,millenial,8.2
70600,0671519816,genx,8.666666666666666
70601,0671519816,boomer+,9.5
70602,0671520032,teenager,0.0
70603,0671520032,youth,0.0
70604,0671520032,genz,8.5
70605,0671520032,millenial,6.0
70606,0671520032,genx,0.0
70607,0671520032,boomer+,0.0
70608,0671520458,teenager,0.0
70609,0671520458,youth,0.0
70610,0671520458,genz,7.0
70611,0671520458,millenial,5.5
70612,0671520458,genx,8.0
70613,0671520458,boomer+,0.0
70614,0671520474,teenager,0.0
70615,0671520474,youth,0.0
70616,0671520474,genz,5.0
70617,0671520474,millenial,6.75
70618,0671520474,genx,9.0
70619,0671520474,boomer+,0.0
70620,0671521101,teenager,7.0
70621,0671521101,youth,0.0
70622,0671521101,genz,0.0
70623,0671521101,millenial,6.0
70624,0671521101,genx,5.0
70625,0671521101,boomer+,0.0
70626,0671521446,teenager,0.0
70627,0671521446,youth,0.0
70628,0671521446,genz,0.0
70629,0671521446,millenial,8.0
70630,0671521446,genx,0.0
70631,0671521446,boomer+,0.0
70632,0671521500,teenager,0.0
70633,0671521500,youth,0.0
70634,0671521500,genz,7.0
70635,0671521500,millenial,5.0
70636,0671521500,genx,0.0
70637,0671521500,boomer+,0.0
70638,0671521705,teenager,0.0
70639,0671521705,youth,0.0
70640,0671521705,genz,6.5
70641,0671521705,millenial,9.0
70642,0671521705,genx,5.0
70643,0671521705,boomer+,10.0
70644,0671522647,teenager,0.0
70645,0671522647,youth,0.0
70646,0671522647,genz,0.0
70647,0671522647,millenial,4.0
70648,0671522647,genx,9.5
70649,0671522647,boomer+,0.0
70650,0671522663,teenager,10.0
70651,0671522663,youth,0.0
70652,0671522663,genz,0.0
70653,0671522663,millenial,8.0
70654,0671522663,genx,5.0
70655,0671522663,boomer+,0.0
70656,0671522922,teenager,0.0
70657,0671522922,youth,0.0
70658,0671522922,genz,9.0
70659,0671522922,millenial,6.0
70660,0671522922,genx,0.0
70661,0671522922,boomer+,0.0
70662,0671523074,teenager,0.0
70663,0671523074,youth,0.0
70664,0671523074,genz,8.0
70665,0671523074,millenial,0.0
70666,0671523074,genx,5.0
70667,0671523074,boomer+,0.0
70668,0671523686,teenager,0.0
70669,0671523686,youth,0.0
70670,0671523686,genz,8.0
70671,0671523686,millenial,9.0
70672,0671523686,genx,4.0
70673,0671523686,boomer+,0.0
70674,0671524097,teenager,0.0
70675,0671524097,youth,0.0
70676,0671524097,genz,7.0
70677,0671524097,millenial,8.0
70678,0671524097,genx,7.0
70679,0671524097,boomer+,6.0
70680,0671524208,teenager,0.0
70681,0671524208,youth,0.0
70682,0671524208,genz,6.5
70683,0671524208,millenial,7.0
70684,0671524208,genx,0.0
70685,0671524208,boomer+,0.0
70686,0671524313,teenager,0.0
70687,0671524313,youth,0.0
70688,0671524313,genz,8.142857142857142
70689,0671524313,millenial,7.142857142857143
70690,0671524313,genx,10.0
70691,0671524313,boomer+,0.0
70692,0671524968,teenager,0.0
70693,0671524968,youth,7.0
70694,0671524968,genz,0.0
70695,0671524968,millenial,7.666666666666667
70696,0671524968,genx,0.0
70697,0671524968,boomer+,0.0
70698,0671525425,teenager,0.0
70699,0671525425,youth,10.0
70700,0671525425,genz,7.5
70701,0671525425,millenial,5.25
70702,0671525425,genx,5.0
70703,0671525425,boomer+,0.0
70704,0671525433,teenager,0.0
70705,0671525433,youth,7.5
70706,0671525433,genz,7.4
70707,0671525433,millenial,6.333333333333333
70708,0671525433,genx,6.0
70709,0671525433,boomer+,0.0
70710,0671525743,teenager,0.0
70711,0671525743,youth,6.5
70712,0671525743,genz,6.0
70713,0671525743,millenial,8.142857142857142
70714,0671525743,genx,8.8
70715,0671525743,boomer+,8.0
70716,0671525751,teenager,0.0
70717,0671525751,youth,0.0
70718,0671525751,genz,6.0
70719,0671525751,millenial,7.5
70720,0671525751,genx,7.375
70721,0671525751,boomer+,0.0
70722,0671525794,teenager,0.0
70723,0671525794,youth,0.0
70724,0671525794,genz,0.0
70725,0671525794,millenial,0.0
70726,0671525794,genx,9.0
70727,0671525794,boomer+,0.0
70728,0671525808,teenager,0.0
70729,0671525808,youth,0.0
70730,0671525808,genz,8.2
70731,0671525808,millenial,8.2
70732,0671525808,genx,0.0
70733,0671525808,boomer+,0.0
70734,0671525832,teenager,0.0
70735,0671525832,youth,8.5
70736,0671525832,genz,0.0
70737,0671525832,millenial,7.333333333333333
70738,0671525832,genx,7.714285714285714
70739,0671525832,boomer+,9.0
70740,0671526022,teenager,0.0
70741,0671526022,youth,0.0
70742,0671526022,genz,10.0
70743,0671526022,millenial,10.0
70744,0671526022,genx,10.0
70745,0671526022,boomer+,0.0
70746,067152609X,teenager,0.0
70747,067152609X,youth,0.0
70748,067152609X,genz,4.0
70749,067152609X,millenial,6.666666666666667
70750,067152609X,genx,0.0
70751,067152609X,boomer+,0.0
70752,0671526723,teenager,0.0
70753,0671526723,youth,0.0
70754,0671526723,genz,8.5
70755,0671526723,millenial,9.0
70756,0671526723,genx,7.0
70757,0671526723,boomer+,8.0
70758,0671527215,teenager,0.0
70759,0671527215,youth,0.0
70760,0671527215,genz,7.0
70761,0671527215,millenial,9.071428571428571
70762,0671527215,genx,0.0
70763,0671527215,boomer+,0.0
70764,0671527886,teenager,0.0
70765,0671527886,youth,0.0
70766,0671527886,genz,5.666666666666667
70767,0671527886,millenial,7.666666666666667
70768,0671527886,genx,9.5
70769,0671527886,boomer+,0.0
70770,0671528068,teenager,0.0
70771,0671528068,youth,5.0
70772,0671528068,genz,9.5
70773,0671528068,millenial,0.0
70774,0671528068,genx,0.0
70775,0671528068,boomer+,0.0
70776,0671528165,teenager,0.0
70777,0671528165,youth,0.0
70778,0671528165,genz,8.0
70779,0671528165,millenial,9.0
70780,0671528165,genx,6.0
70781,0671528165,boomer+,0.0
70782,0671528203,teenager,8.0
70783,0671528203,youth,0.0
70784,0671528203,genz,7.5
70785,0671528203,millenial,8.0
70786,0671528203,genx,8.833333333333334
70787,0671528203,boomer+,8.5
70788,0671528904,teenager,0.0
70789,0671528904,youth,0.0
70790,0671528904,genz,7.666666666666667
70791,0671528904,millenial,8.1
70792,0671528904,genx,7.5
70793,0671528904,boomer+,0.0
70794,0671529366,teenager,0.0
70795,0671529366,youth,0.0
70796,0671529366,genz,0.0
70797,0671529366,millenial,6.5
70798,0671529366,genx,0.0
70799,0671529366,boomer+,0.0
70800,0671529439,teenager,8.0
70801,0671529439,youth,0.0
70802,0671529439,genz,0.0
70803,0671529439,millenial,0.0
70804,0671529439,genx,0.0
70805,0671529439,boomer+,0.0
70806,0671529595,teenager,6.0
70807,0671529595,youth,8.0
70808,0671529595,genz,5.0
70809,0671529595,millenial,8.0
70810,0671529595,genx,0.0
70811,0671529595,boomer+,0.0
70812,0671532251,teenager,0.0
70813,0671532251,youth,0.0
70814,0671532251,genz,7.5
70815,0671532251,millenial,7.5
70816,0671532251,genx,0.0
70817,0671532251,boomer+,0.0
70818,0671532642,teenager,7.0
70819,0671532642,youth,0.0
70820,0671532642,genz,8.5
70821,0671532642,millenial,9.0
70822,0671532642,genx,0.0
70823,0671532642,boomer+,0.0
70824,0671532766,teenager,0.0
70825,0671532766,youth,0.0
70826,0671532766,genz,8.0
70827,0671532766,millenial,7.6
70828,0671532766,genx,8.0
70829,0671532766,boomer+,0.0
70830,0671532855,teenager,0.0
70831,0671532855,youth,0.0
70832,0671532855,genz,0.0
70833,0671532855,millenial,6.0
70834,0671532855,genx,0.0
70835,0671532855,boomer+,9.0
70836,067153288X,teenager,0.0
70837,067153288X,youth,0.0
70838,067153288X,genz,7.5
70839,067153288X,millenial,7.333333333333333
70840,067153288X,genx,9.0
70841,067153288X,boomer+,0.0
70842,0671534254,teenager,0.0
70843,0671534254,youth,0.0
70844,0671534254,genz,7.0
70845,0671534254,millenial,7.5
70846,0671534254,genx,0.0
70847,0671534254,boomer+,0.0
70848,0671534262,teenager,8.0
70849,0671534262,youth,0.0
70850,0671534262,genz,9.0
70851,0671534262,millenial,6.0
70852,0671534262,genx,0.0
70853,0671534262,boomer+,0.0
70854,0671534645,teenager,0.0
70855,0671534645,youth,0.0
70856,0671534645,genz,8.2
70857,0671534645,millenial,8.4
70858,0671534645,genx,7.0
70859,0671534645,boomer+,10.0
70860,0671534718,teenager,0.0
70861,0671534718,youth,0.0
70862,0671534718,genz,7.636363636363637
70863,0671534718,millenial,5.666666666666667
70864,0671534718,genx,7.0
70865,0671534718,boomer+,0.0
70866,0671534726,teenager,0.0
70867,0671534726,youth,0.0
70868,0671534726,genz,7.8
70869,0671534726,millenial,5.333333333333333
70870,0671534726,genx,6.0
70871,0671534726,boomer+,0.0
70872,0671534734,teenager,0.0
70873,0671534734,youth,0.0
70874,0671534734,genz,6.444444444444445
70875,0671534734,millenial,5.375
70876,0671534734,genx,8.0
70877,0671534734,boomer+,0.0
70878,0671534742,teenager,0.0
70879,0671534742,youth,0.0
70880,0671534742,genz,7.8
70881,0671534742,millenial,5.8
70882,0671534742,genx,0.0
70883,0671534742,boomer+,0.0
70884,0671535323,teenager,0.0
70885,0671535323,youth,7.0
70886,0671535323,genz,0.0
70887,0671535323,millenial,6.5
70888,0671535323,genx,0.0
70889,0671535323,boomer+,0.0
70890,067153615X,teenager,0.0
70891,067153615X,youth,0.0
70892,067153615X,genz,0.0
70893,067153615X,millenial,7.0
70894,067153615X,genx,0.0
70895,067153615X,boomer+,0.0
70896,0671536222,teenager,0.0
70897,0671536222,youth,0.0
70898,0671536222,genz,0.0
70899,0671536222,millenial,8.5
70900,0671536222,genx,8.0
70901,0671536222,boomer+,0.0
70902,0671536613,teenager,0.0
70903,0671536613,youth,0.0
70904,0671536613,genz,9.0
70905,0671536613,millenial,7.5
70906,0671536613,genx,0.0
70907,0671536613,boomer+,0.0
70908,0671537458,teenager,0.0
70909,0671537458,youth,0.0
70910,0671537458,genz,7.666666666666667
70911,0671537458,millenial,7.142857142857143
70912,0671537458,genx,5.666666666666667
70913,0671537458,boomer+,0.0
70914,0671537628,teenager,0.0
70915,0671537628,youth,0.0
70916,0671537628,genz,9.5
70917,0671537628,millenial,5.0
70918,0671537628,genx,0.0
70919,0671537628,boomer+,0.0
70920,0671537830,teenager,0.0
70921,0671537830,youth,0.0
70922,0671537830,genz,5.5
70923,0671537830,millenial,7.0
70924,0671537830,genx,0.0
70925,0671537830,boomer+,0.0
70926,0671537865,teenager,0.0
70927,0671537865,youth,0.0
70928,0671537865,genz,0.0
70929,0671537865,millenial,9.0
70930,0671537865,genx,0.0
70931,0671537865,boomer+,0.0
70932,0671537881,teenager,0.0
70933,0671537881,youth,0.0
70934,0671537881,genz,0.0
70935,0671537881,millenial,5.0
70936,0671537881,genx,8.0
70937,0671537881,boomer+,0.0
70938,0671540025,teenager,0.0
70939,0671540025,youth,0.0
70940,0671540025,genz,5.666666666666667
70941,0671540025,millenial,0.0
70942,0671540025,genx,7.0
70943,0671540025,boomer+,0.0
70944,0671541854,teenager,0.0
70945,0671541854,youth,0.0
70946,0671541854,genz,0.0
70947,0671541854,millenial,7.0
70948,0671541854,genx,8.5
70949,0671541854,boomer+,0.0
70950,0671542141,teenager,0.0
70951,0671542141,youth,0.0
70952,0671542141,genz,0.0
70953,0671542141,millenial,8.0
70954,0671542141,genx,6.0
70955,0671542141,boomer+,0.0
70956,0671543296,teenager,0.0
70957,0671543296,youth,0.0
70958,0671543296,genz,0.0
70959,0671543296,millenial,4.5
70960,0671543296,genx,5.0
70961,0671543296,boomer+,0.0
70962,0671543857,teenager,0.0
70963,0671543857,youth,0.0
70964,0671543857,genz,0.0
70965,0671543857,millenial,8.0
70966,0671543857,genx,8.0
70967,0671543857,boomer+,0.0
70968,0671545256,teenager,0.0
70969,0671545256,youth,0.0
70970,0671545256,genz,6.0
70971,0671545256,millenial,7.5
70972,0671545256,genx,0.0
70973,0671545256,boomer+,0.0
70974,067154683X,teenager,0.0
70975,067154683X,youth,10.0
70976,067154683X,genz,8.0
70977,067154683X,millenial,10.0
70978,067154683X,genx,0.0
70979,067154683X,boomer+,0.0
70980,0671549170,teenager,0.0
70981,0671549170,youth,0.0
70982,0671549170,genz,0.0
70983,0671549170,millenial,7.5
70984,0671549170,genx,0.0
70985,0671549170,boomer+,0.0
70986,0671550551,teenager,0.0
70987,0671550551,youth,0.0
70988,0671550551,genz,7.8
70989,0671550551,millenial,8.0
70990,0671550551,genx,0.0
70991,0671550551,boomer+,0.0
70992,0671551337,teenager,0.0
70993,0671551337,youth,8.0
70994,0671551337,genz,7.333333333333333
70995,0671551337,millenial,0.0
70996,0671551337,genx,0.0
70997,0671551337,boomer+,0.0
70998,0671551817,teenager,0.0
70999,0671551817,youth,0.0
71000,0671551817,genz,0.0
71001,0671551817,millenial,6.666666666666667
71002,0671551817,genx,8.0
71003,0671551817,boomer+,0.0
71004,0671552228,teenager,0.0
71005,0671552228,youth,8.333333333333334
71006,0671552228,genz,9.0
71007,0671552228,millenial,8.0
71008,0671552228,genx,10.0
71009,0671552228,boomer+,0.0
71010,0671553011,teenager,0.0
71011,0671553011,youth,9.0
71012,0671553011,genz,7.0
71013,0671553011,millenial,9.333333333333334
71014,0671553011,genx,6.0
71015,0671553011,boomer+,0.0
71016,067155302X,teenager,6.0
71017,067155302X,youth,0.0
71018,067155302X,genz,0.0
71019,067155302X,millenial,8.0
71020,067155302X,genx,9.0
71021,067155302X,boomer+,6.0
71022,0671553038,teenager,0.0
71023,0671553038,youth,0.0
71024,0671553038,genz,0.0
71025,0671553038,millenial,0.0
71026,0671553038,genx,10.0
71027,0671553038,boomer+,0.0
71028,0671553046,teenager,0.0
71029,0671553046,youth,0.0
71030,0671553046,genz,7.0
71031,0671553046,millenial,8.0
71032,0671553046,genx,10.0
71033,0671553046,boomer+,0.0
71034,0671554506,teenager,0.0
71035,0671554506,youth,0.0
71036,0671554506,genz,7.0
71037,0671554506,millenial,8.0
