,Book-Title-Length,Book-Author,Book-Publisher,Publication-Era,Favourite-Generation
7617,9,R. L. Stine,Scholastic,1980s-1990s,teenager
7618,24,C. S Lewis,Macmillan Pub. Co,1980s-1990s,genz
7619,11,Leslie Meier,Kensington Publishing Corporation,>=2000,millenial
7620,9,Lilian Jackson Braun,Jove Books,1980s-1990s,genz
7621,10,Elizabeth Peters,Avon,1980s-1990s,genx
7622,12,Leslie Meier,Kensington Publishing Corporation,1980s-1990s,genx
7623,14,Harriet Lerner,Quill,1980s-1990s,millenial
7624,13,Suzette Tyler,Front Porch Press (MI),1980s-1990s,genz
7625,6,MARGARET TRUMAN,Fawcett,1980s-1990s,genx
7626,9,Margaret Truman,Fawcett Books,1980s-1990s,genx
7627,2,Anne McCaffrey,Baen,1980s-1990s,millenial
7628,7,Dorothy Gilman,Ballantine Books,>=2000,genx
7629,7,Kate Klise,HarperTrophy,1980s-1990s,millenial
7630,2,William Shakespeare,Washington Square Press,1980s-1990s,genx
7631,9,James Herriot,St. Martin's Press,1980s-1990s,millenial
7632,10,J. D. Salinger,"Little, Brown",1980s-1990s,genz
7633,12,JEAN-DOMINIQUE BAUBY,Vintage,1980s-1990s,millenial
7634,2,Richard Adams,Ballantine Books,1980s-1990s,genz
7635,3,Dick Francis,Jove Books,1980s-1990s,millenial
7636,4,Anne Morrow Lindbergh,Vintage Books,before 1980s,genx
7637,3,Josephine Tey,Touchstone,1980s-1990s,genx
7638,4,Anne McCaffrey,Del Rey Books,1980s-1990s,genz
7639,2,Dorothy L. Sayers,HarperTorch,1980s-1990s,genx
7640,12,Erma Bombeck,HarperTorch,1980s-1990s,genx
7641,7,Patricia Highsmith,Vintage Books USA,1980s-1990s,genx
7642,2,Sara Paretsky,Ballantine Books,1980s-1990s,genx
7643,7,David Eddings,Ballantine Books,1980s-1990s,millenial
7644,9,David Eddings,Ballantine Books,1980s-1990s,millenial
7645,11,Ellen Fein,Warner Books,1980s-1990s,genz
7646,5,Fyodor Dostoevsky,NTC/Contemporary Publishing Company,1980s-1990s,millenial
7647,23,Lou Jane Temple,St. Martin's Paperbacks,1980s-1990s,genx
7648,6,CLARISSA PINKOLA PHD ESTES,Ballantine Books,>=2000,boomer+
7649,9,Carolyn Keene,Grosset & Dunlap,1980s-1990s,genz
7650,9,Carolyn Keene,Grosset & Dunlap,1980s-1990s,genz
7651,12,Carolyn Keene,Grosset & Dunlap,before 1980s,genz
7652,12,Carolyn Keene,Grosset & Dunlap,before 1980s,youth
7653,6,ALLEN MANDELBAUM,Bantam,1980s-1990s,youth
7654,8,R. L. Stine,Scholastic,1980s-1990s,millenial
7655,12,Anne George,Avon,1980s-1990s,genz
7656,3,Dorothy Cannell,Crimeline,1980s-1990s,genx
7657,12,Anne George,Avon,>=2000,genz
7658,7,Jim Davis,Ballantine Books,1980s-1990s,genz
7659,8,Nancy Atherton,Penguin Books,1980s-1990s,genx
7660,5,Elizabeth Peters,Warner Books,1980s-1990s,genx
7661,10,Leslie Meier,Kensington Publishing Corporation,1980s-1990s,boomer+
7662,6,Jean Rhys,W. W. Norton & Company,1980s-1990s,genx
7663,3,John Walsh,Atria,1980s-1990s,millenial
7664,12,Anne George,Avon,>=2000,millenial
7665,5,Kenneth Grahame,Scholastic,1980s-1990s,genz
7666,4,Terence Faherty,Worldwide Library,>=2000,boomer+
7667,3,Vince Flynn,Pocket,>=2000,genx
7668,6,Beverly Cleary,HarperTrophy,1980s-1990s,genz
7669,1,Gregory McDonald,Harper Mass Market Paperbacks (Mm),1980s-1990s,boomer+
7670,2,Elizabeth Ann Scarborough,Ace Books,1980s-1990s,teenager
7671,3,Christopher Stasheff,Del Rey Books,1980s-1990s,genx
7672,5,Nancy Fairbanks,Berkley Publishing Group,>=2000,millenial
7673,3,Nancy Fairbanks,Berkley Publishing Group,>=2000,genx
7674,2,Nancy Fairbanks,Berkley Publishing Group,>=2000,genx
7675,7,Andrew Carroll,Washington Square Press,>=2000,genz
7676,13,Lawrence Block,Signet Book,>=2000,millenial
7677,7,Donald J. Sobol,Skylark,1980s-1990s,genz
7678,8,G. B. Trudeau,Granite Impex Ltd,1980s-1990s,millenial
7679,6,Janet Evanovich,St. Martin's Press,1980s-1990s,genz
7680,5,Zilpha Keatley Snyder,Yearling Books,1980s-1990s,genx
7681,13,Jason Moss,Warner Vision,>=2000,genz
7682,10,Susan Wittig Albert,Berkley Publishing Group,1980s-1990s,genz
7683,2,Susan Wittig Albert,Berkley Publishing Group,1980s-1990s,genx
7684,5,Andrew M. Greeley,Forge Books,>=2000,millenial
7685,3,Martha Grimes,Ballantine Books,1980s-1990s,boomer+
7686,5,Gene Stratton-Porter,Yearling Books,1980s-1990s,millenial
7687,8,Mary Daheim,Avon,>=2000,genx
7688,10,L.M. Montgomery,Skylark,1980s-1990s,genx
7689,4,Dodie Smith,St. Martin's Griffin,1980s-1990s,genz
7690,3,Jane Austen,Signet Book,before 1980s,genx
7691,13,Barbara Park,Random House Children's Books,1980s-1990s,genz
7692,4,Dominick Dunne,Bantam Books,1980s-1990s,boomer+
7693,5,James Herriot,Bantam Books,1980s-1990s,genz
7694,12,JEFFREY MOUSSAIEFF MASSON,Ballantine Books,>=2000,genz
7695,5,JUDY BLUME,Yearling,1980s-1990s,youth
7696,6,Scott Adams,Andrews McMeel Publishing,1980s-1990s,genz
7697,5,Lori Copeland,WestBow Press,>=2000,genx
7698,2,Chang-Rae Lee,Riverhead Books,1980s-1990s,genz
7699,8,Sue Grafton,Fawcett Books,1980s-1990s,genx
7700,4,Mark Twain,New Amer Library Classics (Mm),1980s-1990s,millenial
7701,2,Margaret Forster,Ballantine Books,1980s-1990s,genx
7702,6,Ernest J. Gaines,Random House Inc,1980s-1990s,genx
7703,3,Jessica Mitford,Indigo,>=2000,boomer+
7704,8,Scott Adams,Andrews McMeel Publishing,1980s-1990s,genx
7705,6,Scott Adams,Andrews McMeel Publishing,1980s-1990s,genz
7706,7,Edward Ball,Ballantine Books,1980s-1990s,genx
7707,5,Laura Pedersen,Ballantine Books,>=2000,genx
7708,5,Ann B. Ross,Viking Books,>=2000,genx
7709,9,Ann B. Ross,Viking Books,>=2000,millenial
7710,7,R. L. Stine,Scholastic,1980s-1990s,genx
7711,7,Kenneth Grahame,Aladdin,1980s-1990s,genx
7712,7,Maurice Sendak,HarperTrophy,1980s-1990s,genz
7713,2,Carolyn G. Hart,Bantam Books,1980s-1990s,genx
7714,3,Hannah Hurnard,Tyndale House Publishers,1980s-1990s,millenial
7715,3,Jeffrey Archer,HarperTorch,1980s-1990s,boomer+
7716,3,Agatha Christie,Berkley Publishing Group,1980s-1990s,millenial
7717,3,Betty MacDonald,HarperTrophy,1980s-1990s,genz
7718,4,Ruth L. Ozeki,Penguin Books,1980s-1990s,millenial
7719,1,William Shakespeare,Washington Square Press,1980s-1990s,millenial
7720,2,Susan Isaacs,Ballantine Books,1980s-1990s,millenial
7721,1,James A. Michener,Fawcett Books,1980s-1990s,genx
7722,4,Edith Wharton,Bantam Books,1980s-1990s,genx
7723,14,William R. Maples,Doubleday Books,1980s-1990s,genz
7724,1,Catherine Marshall,Avon,before 1980s,youth
7725,1,Bill Myers,Zondervan Publishing Company,>=2000,teenager
7726,2,Amanda Brown,Plume Books,>=2000,teenager
7727,3,LINCOLN CHILD,Doubleday,>=2000,boomer+
7728,1,Robin Cook,Signet Book,>=2000,teenager
7729,4,V.C. Andrews,Pocket,1980s-1990s,genz
7730,3,N.H. Kleinbaum,Starfire,1980s-1990s,youth
7731,4,CAROLINE KNAPP,Delta,1980s-1990s,genz
7732,3,Sharyn McCrumb,Ballantine Books,1980s-1990s,youth
7733,6,Terry Pratchett,Eos,>=2000,genx
7734,12,SHARYN MCCRUMB,Fawcett,1980s-1990s,boomer+
7735,2,STEPHEN FREY,Fawcett,>=2000,genz
7736,3,William Shakespeare,Bantam,1980s-1990s,millenial
7737,6,Margot Livesey,Picador,>=2000,genx
7738,5,Iris Rainer Dart,Warner Books,1980s-1990s,millenial
7739,5,Beverly Cleary,HarperTrophy,1980s-1990s,genz
7740,4,James Herriot,St. Martin's Press,1980s-1990s,genx
7741,7,Harold S. Kushner,Avon,1980s-1990s,millenial
7742,2,John Sandford,Berkley Publishing Group,>=2000,youth
7743,4,V.C. Andrews,Pocket,1980s-1990s,genz
7744,3,Lisa Scottoline,HarperTorch,>=2000,genx
7745,8,Judith Thurman,Alfred A. Knopf,1980s-1990s,genx
7746,9,Dorothy Law Nolte,Workman Publishing,1980s-1990s,millenial
7747,3,Dorothy Gilman,Fawcett Books,before 1980s,millenial
7748,1,Anne McCaffrey,Del Rey Books,1980s-1990s,genx
7749,1,Anne McCaffrey,Bantam Books,before 1980s,genx
7750,6,Paula Danziger,Laurel-Leaf Books,1980s-1990s,millenial
7751,3,Elizabeth Forsythe Hailey,Avon Books,before 1980s,genx
7752,4,Jim Lovell,Pocket,1980s-1990s,boomer+
7753,8,ANNE MCCAFFREY,Del Rey,1980s-1990s,teenager
7754,9,MARK TWAIN,Bantam,1980s-1990s,genz
7755,7,L.M. Montgomery,Bantam,1980s-1990s,genz
7756,2,Steve Martin,Hyperion,1980s-1990s,millenial
7757,5,Beverly Cleary,Yearling Books,1980s-1990s,genz
7758,3,Beverly Cleary,Yearling Books,1980s-1990s,genx
7759,6,Terry Pratchett,HarperCollins Publishers,>=2000,genz
7760,4,Piers Anthony,Eos,1980s-1990s,genz
7761,13,Carolyn Hart,Avon,>=2000,genz
7762,2,John Sandford,Putnam Pub Group,1980s-1990s,genx
7763,7,PIERS ANTHONY,Del Rey,1980s-1990s,millenial
7764,4,Piers Anthony,Del Rey Books,1980s-1990s,genz
7765,4,Piers Anthony,Del Rey Books,before 1980s,genz
7766,4,Piers Anthony,Del Rey Books,1980s-1990s,genz
7767,2,Anne McCaffrey,Del Rey Books,1980s-1990s,millenial
7768,5,Anne McCaffrey,Tor Books,1980s-1990s,millenial
7769,3,Piers Anthony,Del Rey Books,1980s-1990s,genz
7770,7,Peggy Fleming,Atria,1980s-1990s,genx
7771,13,Dominick Dunne,Random House Inc,1980s-1990s,teenager
7772,2,MICHAEL CRICHTON,Ballantine Books,1980s-1990s,genx
7773,6,Emma Tennant,St. Martin's Press,1980s-1990s,millenial
7774,5,Terry Pratchett,HarperTorch,>=2000,genz
7775,9,Robert Fulghum,Ivy Books,1980s-1990s,millenial
7776,7,Shirley Rousseau Murphy,Avon,1980s-1990s,genz
7777,4,Anita Shreve,Back Bay Books,>=2000,millenial
7778,5,Louisa May Alcott,Grosset & Dunlap,1980s-1990s,youth
7779,1,Robbins,Pocket,1980s-1990s,genx
7780,3,William Diehl,Ballantine Books,1980s-1990s,genx
7781,4,Mary Higgins Clark,Pocket,1980s-1990s,teenager
7782,4,Richard North Patterson,Ballantine Books,1980s-1990s,boomer+
7783,8,Fatima Mernissi,Addison Wesley Publishing Company,1980s-1990s,genz
7784,2,Willa Sibert Cather,Houghton Mifflin,before 1980s,youth
7785,2,Joanna Trollope,Berkley Publishing Group,1980s-1990s,millenial
7786,9,Stephanie Barron,Bantam Books,>=2000,millenial
7787,2,Anne Perry,Fawcett Books,1980s-1990s,millenial
7788,3,Jon Hassler,Ballantine Books,1980s-1990s,millenial
7789,2,Jon Hassler,Ballantine Books,1980s-1990s,youth
7790,3,Nevada Barr,Harper Mass Market Paperbacks,>=2000,genx
7791,2,Jon Hassler,Ballantine Books,1980s-1990s,millenial
7792,7,Anne Perry,Ballantine Books,>=2000,millenial
7793,4,Billie Letts,Warner Books,1980s-1990s,youth
7794,8,Henry David Thoreau,Dover Publications,1980s-1990s,genx
7795,8,Howard Mohr,Penguin Books,1980s-1990s,genz
7796,6,Michael Dorris,Warner Books,1980s-1990s,genx
7797,3,Maeve Binchy,Bantam Dell Pub Group,1980s-1990s,boomer+
7798,3,Diana Gabaldon,Delta,>=2000,genz
7799,6,Edward Abbey,Perennial,>=2000,millenial
7800,4,Ming-Dao Deng,HarperSanFrancisco,1980s-1990s,genx
7801,2,Lisa Scottoline,HarperCollins Publishers,>=2000,genx
7802,5,MARY HIGGINS CLARK,Dell,1980s-1990s,genx
7803,2,Maeve Binchy,Bantam Doubleday Dell Pub (Trd),1980s-1990s,millenial
7804,4,William Kent Krueger,Pocket Star,1980s-1990s,genx
7805,6,Sandra Gulland,Touchstone,1980s-1990s,boomer+
7806,2,Larry Watson,Atria,1980s-1990s,genx
7807,4,Isaac Asimov,Ace Books,1980s-1990s,genz
7808,5,James Herriot,Bantam Books,1980s-1990s,genx
7809,10,Alexander Solzhenitsyn,Harpercollins,before 1980s,millenial
7810,1,Stephen King,Viking Books,1980s-1990s,genx
7811,3,John Irving,Pocket,1980s-1990s,genz
7812,3,Robert Ludlum,Bantam Books,1980s-1990s,genx
7813,5,Frank Herbert,Berkley Publishing Group,1980s-1990s,genz
7814,4,Arthur C. Clarke,Roc,1980s-1990s,genz
7815,3,Robert Ludlum,Bantam Books,1980s-1990s,genx
7816,1,Robert Ludlum,Bantam Books,1980s-1990s,genx
7817,8,Rigoberta Menchu,Verso,1980s-1990s,genx
7818,6,Kate Walbert,Scribner,>=2000,millenial
7819,2,Hillary Rodham Clinton,Simon & Schuster,>=2000,genz
7820,6,Allan Gurganus,Ivy Books,1980s-1990s,genz
7821,7,Margaret Truman,Fawcett Books,1980s-1990s,genx
7822,7,Abbas Milani,Mage Publishers,1980s-1990s,millenial
7823,3,Nicholas Sparks,Warner Books,>=2000,millenial
7824,5,DAWN POWELL,Zoland Books,1980s-1990s,millenial
7825,6,Neil Gaiman,American Fantasy,>=2000,genz
7826,2,Katherine Towler,Plume Books,>=2000,millenial
7827,6,Alexa Albert,Ballantine Books,>=2000,millenial
7828,5,Richard Zimler,Overlook Press,>=2000,genz
7829,2,Gary Zukav,Free Press,>=2000,millenial
7830,7,Calvin Trillin,Warner Books,1980s-1990s,genx
7831,9,Patricia Foster,Anchor,1980s-1990s,genz
7832,8,Pauli Murray,Harpercollins,1980s-1990s,genx
7833,4,Milton Steinberg,Behrman House Publishing,1980s-1990s,millenial
7834,2,ROBERT CRAIS,Ballantine Books,>=2000,genx
7835,3,Susan Wiggs,Warner Books,>=2000,genx
7836,2,Charlotte Hughes,Mira,>=2000,genz
7837,13,JAMES M. CITRIN,Crown Business,>=2000,genz
7838,2,Sarah Strohmeyer,Signet Book,>=2000,genx
7839,3,Anna Davis,Plume Books,>=2000,youth
7840,5,Laura Childs,Berkley Publishing Group,>=2000,millenial
7841,6,Elaine Fox,Avon,>=2000,genz
7842,11,Joanne Pence,Avon,>=2000,genz
7843,18,Tamar Myers,Signet Book,>=2000,genx
7844,8,Seth Godin,Portfolio Hardcover,>=2000,genz
7845,4,Geralyn Dawson,Pocket,>=2000,genx
7846,7,Joanne Fluke,Kensington Publishing Corporation,>=2000,genz
7847,11,Joanne Fluke,Kensington Publishing Corporation,>=2000,genz
7848,6,Susan Andersen,Avon,>=2000,genz
7849,6,Patti Berg,Avon,>=2000,genx
7850,2,Claudia Bishop,Berkley Publishing Group,>=2000,genz
7851,8,Rachel Gibson,Avon,>=2000,genz
7852,2,Jennifer Crusie,Mira,>=2000,genz
7853,7,Peggy Vincent,Scribner,>=2000,genz
7854,4,Karen Robards,Pocket Star,>=2000,genx
7855,7,Trish Jensen,Love Spell,>=2000,genx
7856,4,Susan Elizabeth Phillips,Avon,1980s-1990s,genz
7857,1,Martha Powers,Pocket,>=2000,genz
7858,12,Alex Matthews,Intrigue Press,1980s-1990s,genz
7859,2,Eileen Fulton,St. Martin's Press,>=2000,genz
7860,7,Robin Wells,Love Spell,>=2000,genz
7861,4,Katherine Deauxville,Love Spell,>=2000,genx
7862,2,Beverly Brandt,St. Martin's Paperbacks,>=2000,genz
7863,9,Dani Sinclair,Harlequin,>=2000,millenial
7864,4,Nora Roberts,Jove Books,>=2000,genx
7865,6,Curtiss Matlock,Mira,>=2000,boomer+
7866,7,Sheryl Lynn,Harlequin,>=2000,millenial
7867,8,Jean Barrett,Harlequin,>=2000,millenial
7868,4,Cherry Adair,Harlequin,>=2000,youth
7869,2,Lisa Plumley,Zebra Books,>=2000,genx
7870,9,Kasey Michaels,Kensington Publishing Corporation,>=2000,genz
7871,4,Patricia Potter,Bantam Books,1980s-1990s,genz
7872,4,Marcia Muller,Warner Books,1980s-1990s,genz
7873,6,V.C. Andrews,Pocket,>=2000,genz
7874,5,V.C. Andrews,Pocket,1980s-1990s,genz
7875,4,V.C. Andrews,Pocket Books,1980s-1990s,genz
7876,2,Iris Ranier Dart,Warner Vision,1980s-1990s,genx
7877,7,J. K. Rowling,Lectorum Publications,>=2000,teenager
7878,7,J. K. Rowling,Salamandra,>=2000,teenager
7879,6,J. K. Rowling,Lectorum Publications,1980s-1990s,teenager
7880,6,J. K. Rowling,Lectorum Publications,1980s-1990s,teenager
7881,5,Dorothy Gilman,Fawcett Books,1980s-1990s,genx
7882,1,E. L. Doctorow,Fawcett Books,1980s-1990s,genz
7883,8,Dorothy Gilman,Fawcett Books,1980s-1990s,millenial
7884,10,Dorothy Gilman,Fawcett Books,1980s-1990s,genz
7885,6,RHYS,W.W. Norton & Company Ltd,1980s-1990s,millenial
7886,2,Francois M. Voltaire,Bantam,1980s-1990s,genx
7887,6,Patrick Suskind,Random House Inc,1980s-1990s,genx
7888,3,MONA SIMPSON,Vintage,1980s-1990s,genz
7889,4,Charles Dickens,Penguin USA,1980s-1990s,genz
7890,4,George Dawson,Penguin Books,>=2000,boomer+
7891,6,Lisa Carey,Perennial,>=2000,millenial
7892,4,Laura Kinsale,Berkley Publishing Group,>=2000,youth
7893,3,Dorothy Cannell,Bantam Books,1980s-1990s,millenial
7894,14,Scott Adams,HarperBusiness,1980s-1990s,genz
7895,11,Amy Tan,Mariner Books,1980s-1990s,genx
7896,6,A. Verghese,Vintage Books USA,1980s-1990s,teenager
7897,15,Harriet Lerner,Perennial,1980s-1990s,millenial
7898,3,Brenda Joyce,St Martins Pr,1980s-1990s,teenager
7899,2,Lisa Jewell,Plume Books,>=2000,millenial
7900,2,Anna Quindlen,Ivy Books,1980s-1990s,genz
7901,1,Jodi Picoult,Washington Square Press,>=2000,millenial
7902,2,Dan Simmons,Warner Books,1980s-1990s,genx
7903,1,Belva Plain,Dell,1980s-1990s,boomer+
7904,2,Rosamunde Pilcher,St. Martin's Paperbacks,>=2000,boomer+
7905,3,Nora Roberts,Jove Books,1980s-1990s,millenial
7906,2,Luanne Rice,Bantam Books,>=2000,millenial
7907,5,Kathy Hepinstall,William Morrow,>=2000,genz
7908,2,Ayn Rand,New Amer Library,1980s-1990s,millenial
7909,3,Johanna Lindsey,Avon,1980s-1990s,youth
7910,3,Bonnie Burnard,Picador USA,>=2000,millenial
7911,9,Armistead Maupin,HarperPerennial,1980s-1990s,genz
7912,7,Charles Baxter,Vintage Books USA,>=2000,genz
7913,11,Trudy Baker,Penguin Books,>=2000,genx
7914,5,Jodi Picoult,William Morrow,1980s-1990s,youth
7915,4,Salman Rushdie,Vintage Books USA,1980s-1990s,genz
7916,5,Joyce Carol Oates,Plume Books,1980s-1990s,genz
7917,4,Naguib Mahfouz,Anchor,1980s-1990s,millenial
7918,9,Barbara Kingsolver,Perennial,1980s-1990s,millenial
7919,6,Salman Rushdie,Penguin Books,1980s-1990s,genx
7920,1,Charlotte Perkins Gilman,Pantheon Books,before 1980s,genz
7921,6,Laurel Doud,Back Bay Books,>=2000,genz
7922,5,Charles Dickens,Signet Book,1980s-1990s,genz
7923,4,CHARLES DICKENS,Bantam Classics,1980s-1990s,genz
7924,4,Milan Kundera,Harpercollins Publisher,1980s-1990s,genz
7925,2,HOWARD FAST,Bantam,1980s-1990s,genz
7926,5,Louisa May Alcott,Random House Inc,1980s-1990s,genz
7927,5,Tom Clancy,Berkley Publishing Group,1980s-1990s,genz
7928,4,Douglas Coupland,Washington Square Press,1980s-1990s,genx
7929,3,John Sandford,Berkley Publishing Group,>=2000,millenial
7930,1,Dinah McCall,HarperTorch,1980s-1990s,genz
7931,2,Karen Robards,Pocket,>=2000,genx
7932,5,James Patterson,Warner Books,1980s-1990s,youth
7933,5,Christina Dodd,Pocket,>=2000,genx
7934,2,Susan Andersen,Avon,>=2000,teenager
7935,3,KAREN ROBARDS,Dell,1980s-1990s,millenial
7936,2,CHRISTINA SKYE,Dell,>=2000,millenial
7937,3,CHRISTINA SKYE,Dell,>=2000,genx
7938,7,Maggie Shayne,Silhouette,>=2000,genz
7939,4,Sandra Hill,Warner Forever,>=2000,millenial
7940,3,T. Jefferson Parker,Hyperion,>=2000,millenial
7941,4,Jennifer Crusie,Mira,>=2000,genx
7942,4,Millie Criswell,Ivy Books,>=2000,millenial
7943,3,Joy Fielding,Avon,1980s-1990s,genx
7944,2,JOY FIELDING,Island Books,1980s-1990s,genx
7945,4,Marcia Muller,Warner Books,1980s-1990s,genz
7946,9,R. L. Stine,Scholastic,1980s-1990s,genz
7947,4,Karen Rose,Warner Books,>=2000,genz
7948,7,Janelle Taylor,Kensington Publishing Corporation,>=2000,genx
7949,3,Jeanette Baker,Mira,>=2000,genx
7950,3,IRIS JOHANSEN,Bantam,>=2000,boomer+
7951,7,Mary Higgins Clark,Simon & Schuster,>=2000,genx
7952,4,Lisa Scottoline,HarperCollins,>=2000,genx
7953,3,Tim Green,Warner Books,>=2000,millenial
7954,2,Taylor Smith,Mira Books,>=2000,youth
7955,4,Luanne Rice,Bantam Books,>=2000,genz
7956,3,Jim Davis,Ballantine Books,1980s-1990s,youth
7957,3,Jennifer Crusie,Harlequin,1980s-1990s,genx
7958,2,Sandra Brown,Bantam Books,>=2000,genz
7959,2,Linda Howard,Atria,>=2000,genz
7960,7,Susan Andersen,Avon,>=2000,genx
7961,5,Susan Andersen,Avon,>=2000,millenial
7962,3,Susan Andersen,Avon,1980s-1990s,millenial
7963,7,Susan Andersen,Avon,1980s-1990s,millenial
7964,4,Magnus Mills,Touchstone,1980s-1990s,genz
7965,2,Dean Koontz,Warner Books,1980s-1990s,genz
7966,3,Tom Clancy,Putnam Publishing Group,1980s-1990s,genz
7967,3,Nicholas Evans,Delacorte Press,1980s-1990s,millenial
7968,2,David Baldacci,Warner Books,1980s-1990s,boomer+
7969,7,Victor Martinez,Rayo,1980s-1990s,genx
7970,4,Laura Esquivel,Three Rivers Press (CA),1980s-1990s,genz
7971,2,Joseph Heller,Simon & Schuster,1980s-1990s,youth
7972,7,Connie May Fowler,Ballantine Books,1980s-1990s,genz
7973,5,Annie Proulx,Scribner,>=2000,boomer+
7974,4,Neil Gaiman,Perennial,>=2000,genz
7975,2,Peggy Payne,Riverhead Books,>=2000,millenial
7976,3,Jeffrey Eugenides,"Farrar, Straus and Giroux",>=2000,genz
7977,8,Laurie Graff,Red Dress Ink,>=2000,genx
7978,2,PHILIP PULLMAN,Knopf Books for Young Readers,>=2000,millenial
7979,3,Nick Hornby,Riverhead Books,1980s-1990s,millenial
7980,8,PHILIP PULLMAN,Yearling,>=2000,teenager
7981,5,Shirley Jackson,Farrar Straus Giroux,1980s-1990s,genx
7982,1,Johanna Lindsey,Avon,>=2000,millenial
7983,2,Doris Mortman,Bantam Books,1980s-1990s,genx
7984,3,Jayne Ann Krentz,G. P. Putnam's Sons,>=2000,millenial
7985,1,Dean R. Koontz,Berkley Publishing Group,1980s-1990s,millenial
7986,2,DEAN KOONTZ,Ballantine Books,1980s-1990s,millenial
7987,1,Dean R. Koontz,Penguin Putnam~mass,1980s-1990s,genz
7988,3,Phillip Margolin,Bantam Books,1980s-1990s,millenial
7989,3,Phillip Margolin,Bantam Books,1980s-1990s,genx
7990,3,Larry McMurtry,Pocket,1980s-1990s,millenial
7991,2,IRIS JOHANSEN,Bantam,1980s-1990s,millenial
7992,2,Susan Howatch,Fawcett Books,1980s-1990s,genx
7993,1,Robert Harris,Random House Inc,1980s-1990s,genx
7994,6,Clive Cussler,Putnam Publishing Group,1980s-1990s,genz
7995,2,Michael Connelly,Warner Books,1980s-1990s,boomer+
7996,7,Amanda Foreman,Modern Library,>=2000,millenial
7997,3,Eileen Goudge,Signet Book,>=2000,genx
7998,5,Frederick Forsyth,Bantam Books,1980s-1990s,genz
7999,4,Bernardo Atxaga,S & M Books,1980s-1990s,genz
8000,7,Agatha Christie,Berkley Publishing Group,>=2000,genx
8001,8,Minne,Les 400 coups,>=2000,genz
8002,3,Robert Ray,Dell Publishing Company,1980s-1990s,genz
8003,4,Tom Stoppard,Grove Press,1980s-1990s,teenager
8004,2,Jane Smiley,Random House Inc,>=2000,genz
8005,5,William Shakespeare,Oxford University Press,1980s-1990s,genz
8006,3,Arturo Perez-Reverte,Harcourt,1980s-1990s,millenial
8007,2,Michael Palin,St. Martin's Griffin,1980s-1990s,millenial
8008,6,Madeleine L'Engle,HarperSanFrancisco,1980s-1990s,millenial
8009,7,Terry McMillan,Viking Books,>=2000,millenial
8010,4,Harry Mulisch,Penguin Books,1980s-1990s,millenial
8011,2,Harry Mulisch,Pantheon Books,1980s-1990s,genz
8012,3,Vladimir Vladimirovich Nabokov,Vintage Books USA,1980s-1990s,youth
8013,5,Peter Hoeg,Farrar Straus & Giroux,1980s-1990s,millenial
8014,6,Neil Gaiman,DC Comics,1980s-1990s,millenial
8015,6,Neil Gaiman,DC Comics,1980s-1990s,millenial
8016,5,Neil Gaiman,DC Comics,1980s-1990s,genz
8017,6,Neil Gaiman,DC Comics,1980s-1990s,millenial
8018,2,Joseph Heller,Dell Publishing Company,1980s-1990s,genx
8019,7,LOUIS DE BERNIERES,Vintage,1980s-1990s,millenial
8020,10,Michael Cunningham,Picador USA,1980s-1990s,genx
8021,2,Kate Atkinson,Picador USA,1980s-1990s,genx
8022,3,Margaret Atwood,Ballantine Books,1980s-1990s,millenial
8023,11,Amir D. Aczel,Harvest Books,>=2000,millenial
8024,13,Stephen R. Covey,Free Press,1980s-1990s,millenial
8025,3,TOM ROBBINS,Bantam,1980s-1990s,millenial
8026,14,Edward M. Hallowell,Touchstone,1980s-1990s,millenial
8027,17,Kate Kelly,Scribner,1980s-1990s,millenial
8028,4,Mario Vargas Llosa,Penguin Books,1980s-1990s,millenial
8029,5,Richard Zimler,Overlook Press,1980s-1990s,millenial
8030,1,SANDOR MARAI,Knopf,>=2000,boomer+
8031,3,Daniel Silva,Signet Book,>=2000,boomer+
8032,6,Susan Orlean,Ballantine Books,>=2000,millenial
8033,3,Iain Pears,Pocket,>=2000,genx
8034,5,Iain Pears,Prime Crime,>=2000,millenial
8035,2,Margaret Atwood,Anchor,1980s-1990s,millenial
8036,2,Fedor Dostoevsky,Signet Classics,1980s-1990s,genz
8037,3,Chinua Achebe,Ballantine Books,1980s-1990s,millenial
8038,2,LINDA JAIVIN,Broadway,1980s-1990s,millenial
8039,1,Susan Kay,Dell Publishing Company,1980s-1990s,genx
8040,10,Dianne Day,Bantam,1980s-1990s,millenial
8041,2,Mario Vargas Llosa,Penguin U S A,1980s-1990s,millenial
8042,3,Alice Borchardt,Ballantine Books,1980s-1990s,millenial
8043,3,Bill Bryson,Perennial,1980s-1990s,youth
8044,1,Gwen Macsai,HarperCollins Publishers,>=2000,youth
8045,10,Ray Bradbury,Joshua Odell Editions,1980s-1990s,millenial
8046,8,Amy Tan,G. P. Putnam's Sons,>=2000,millenial
8047,7,Pearl Cleage,Perennial,>=2000,genx
8048,1,Bharati Mukherjee,Fawcett Books,1980s-1990s,millenial
8049,5,Jean Auel,Bantam Doubleday Dell,1980s-1990s,genz
8050,2,Ken Follett,Dutton Books,>=2000,boomer+
8051,3,Bebe Moore Campbell,Putnam Pub Group,1980s-1990s,genz
8052,1,Carol Saline,Running Press Book Publishers,1980s-1990s,millenial
8053,5,Robert James Waller,Warner Books,1980s-1990s,genx
8054,6,Joshua Piven,Chronicle Books,>=2000,genx
